meeting,start,end,speaker,text
IB4001,169.48,175.38,Speaker_2,"don't know, put all the PhD students together, all the professors together, that sort of thing."
IB4001,176.94,199.42,Speaker_0,"So the idea is that we come up with a plan. There's another group who's going to be working on the same plan later this week. And then we have to come up with a plan, possibly if we have time and presentation, a quick presentation with arguments"
IB4001,199.42,203.28,Speaker_2,for why we think our plan works best. Okay.
IB4001,205.7,214.52,Speaker_0,So anyone have any ideas or I guess. Do
IB4001,214.52,216.22,unknown,we know if there
IB4001,216.22,227.02,Speaker_1,"will be a lot of people coming across the whole in terms of security stuff? I mean, my idea is to put the photography on the facts in the whole. Yeah."
IB4001,229.02,229.54,unknown,I think
IB4001,229.54,304.54,Speaker_0,"the security is sort of the same as it is in the current building. So as long as the things are physically attached to the wall so they can't be removed, then it should be okay to leave them in the hall. I just a question or whether you're printing the sensitive documents or whatever. Yeah. So we only get one printer for 15 people? Well, we get one sort of networked printer. And then I think some of us have personal printers. Nothing Susan has a personal printer. Just Ella has one maybe. Yeah. I can't remember who else. Yeah, but no one else gets their own printer. In terms of equipment, it's sort of the same thing as we have now. So what I'd propose is that we sort of discuss various concepts without getting into specifics and then go off and think about it over lunch and then come back later in the day with sort of more specific proposals as to exactly where to put people. Does that work? Oh, and on the map, the little half circular"
IB4001,304.54,324.06,Speaker_2,"quarter circles are indoors, which I'm assuming you figured out, but just in case. And there's just the one room that actually has two doors going into it. The three person room on the right. Yeah. And do we need a room like a reading room? Yes. Yeah. A lot of people were saying that they wanted to have a reading room."
IB4001,325.3,363.16,Speaker_0,"So we should leave a space for that. And we can't because like I said, maximum 18 people in those rooms and there's only 15 of us. And I don't know if you noticed, but two of us are only here half the time. So Martin, David, or half the time at the EPF, I'll have the time in Geneva. So sort of keep that in mind. I guess when you're doing the actual planning. The"
IB4001,363.16,366.04,unknown,first split we can do is between administration and
IB4001,366.04,377.58,Speaker_1,researcher. Yeah. It's completely different work. So we can deal with administration and decide something for administration and then the other.
IB4001,378.26,383.96,Speaker_2,"Yeah. But Giselle is really the only administration. Yeah, but at least deal"
IB4001,383.96,406.32,Speaker_1,"with that particular situation. Yeah. And then see with the other because I was thinking Giselle has quite, I mean Giselle has work is quite noisy because it's secretory. So yeah, a lot of fun calling stuff like that. And she's always moving around. Yeah. So you won't share an office with Giselle unless you are 50 % and not the 50 % Giselle is working. Yeah."
IB4001,406.46,408.06,unknown,Which is another condition. Which
IB4001,408.06,412.06,Speaker_2,I don't know if we can assume that there isn't going to be any overlap between them.
IB4001,421.18,421.62,unknown,So
IB4001,421.62,430.48,Speaker_1,I don't know. Maybe we can decide that Giselle having one of the one person room. Yeah. I would suggest that too. Yeah. Maybe it can
IB4001,430.48,442.82,Speaker_0,be. Yeah. Either that or maybe put her in a two person room with someone the equipment or like was the photocopier or maybe not the photocopier but the printer.
IB4001,445.84,481.36,Speaker_1,"Yeah, but at least the thing we know that Giselle is going to be alone. Yeah. Yeah. Always equipment but not with a 100 % staff worker. Okay, so it's a one person room but we don't know how big they are. It's hard to tell. I mean Giselle has this funny typing. Yeah. I mean the rooms aren't tiny if you look at these facts. Yeah. So probably she should get the facts right? Yeah. Yeah. That makes sense to put the facts in there."
IB4001,511.16,512.76,Speaker_2,And then I think the main
IB4001,512.76,514.78,unknown,discussion we should have is
IB4001,514.78,527.02,Speaker_1,if we want to make group of amongst the same project or amongst the same title. Yeah. Yeah. Yeah. Yeah.
IB4001,527.86,528.68,unknown,"Oh, yeah."
IB4001,529.36,532.48,Speaker_2,Couple of professionals assistant or. Yeah.
IB4001,536.72,550.4,Speaker_1,"That's more conceptual question than a practical question. Well, the third option is just completely mix everyone up which some people say is better sort of for group environment so that you're not stuck"
IB4001,550.4,578.92,Speaker_0,only with the people who are working on your project. Yeah. Yeah. Right. So if you share an office with someone who's on a completely different project. Yeah. You find out about that project but you also sort of interact with other people on a more regular basis. Yeah. But still I find it's quite easy if you are with people who work in the same project in the same way because you have the meetings or people come and ask you discuss things maybe I don't know if it's for other people who's not working
IB4001,578.92,581.94,unknown,"the same project. Yeah, but we will have this reading room."
IB4001,582.08,593.8,Speaker_1,"Yeah, that's true. Yeah. Will it be dedicated for reading and for studying or can we have meetings that can reserve it for meetings? I think it's not a question of reserving it because there's other rooms at the"
IB4001,593.8,604.52,Speaker_0,university that you can reserve for a meeting. Yeah. But if it's empty then sure you can use it for meeting. There's nothing wrong with that but I think if someone's already reading in there it's not fair to go and kick them out just because
IB4001,604.52,605.32,unknown,you want to have a meeting.
IB4001,605.94,616.56,Speaker_1,"Well, the problem is you have to go across the building and it adds some overhead every time you want to have some short meeting and discuss some issues."
IB4001,617.44,617.96,unknown,Maybe
IB4001,617.96,624.04,Speaker_2,we shouldn't call it. But if you're having a short meeting you don't really make an appointment for it.
IB4001,624.1,634.52,Speaker_0,You just kind of go to someone's office and go down for a coffee or whatever. Because there's still the cafeterias that you can use for informal.
IB4001,635.06,635.22,unknown,Yeah.
IB4001,635.78,666.04,Speaker_1,"The other thing we should take into account is if you receive student or not because Marian and I interact a lot with students and we have reception hours and stuff like that. So it means you get time where a lot of people come along and talk and so it's different. And the other Marian does too. Yeah. So maybe it's that very nice to have to share on a face with somebody like us. I think a lot of social life and... Well, but then you either share offices"
IB4001,666.04,694.58,Speaker_0,"with each other. Yeah. Which doesn't really solve the problem because chances are you're not going to have office hours at the exact same time. So you're still going to have... Like unless you get individual offices, I don't know if there's an easy way to find a solution for that. Because even if each of you share with the professor then it's the same thing for the professor."
IB4001,698.06,700.28,Speaker_2,Yeah. But it is something to keep in mind.
IB4001,702.38,712.54,Speaker_0,Unless you end up sharing an office with someone where your schedule is completely don't overlap. Yeah. And then you do schedule office hours when the other person isn't there. Some people come in around 11 and some
IB4001,712.54,713.84,unknown,people come in around 8.
IB4001,714.26,758.56,Speaker_1,"Yeah. But that's something we can't reasonably assume like that. No. Make plans with that because... No, but you sort of see people's patterns. I mean... Yeah. Even if it's not always like that. I mean if it's like that, you know, 80 % of the time, then... But you're right, we can't make assumptions too much. So people would like to see the office organized by rank like professors and students and... I don't know. I think... Well it's up to us"
IB4001,758.56,766.74,Speaker_0,how we do it. I can see benefits of both. One
IB4001,766.74,767.88,unknown,point I can say by
IB4001,767.88,778.4,Speaker_1,"experience, it's really hard to share an office with three people because it makes much more noise than only being two in an office. Yeah, plus the"
IB4001,778.4,783.6,Speaker_0,computers. Plus the computers. So... And we all know what it's like to have five computers in your office. Yeah.
IB4001,784.8,786.1,unknown,So it might be
IB4001,786.1,799.5,Speaker_1,a good idea to first exclude one of the three person room to be the reading room and not to be necessary a room with three people. A
IB4001,799.5,800.94,unknown,"working room. Yeah, but if there are"
IB4001,800.94,838.06,Speaker_0,"people coming in, I mean we have these people working for two months who come in the summertime or something. I think we should reserve a little bit space for them to... So... Yeah, that's a good point because if we take the three person room out as a reading room, it's quite... Then everyone has an office, right? Because it's maximum 18. So take away three spaces and you're down to your 15. And you're right, if we do have a stagiar, whoever comes in, then we have nowhere... Well, we can put them in the reading room, but that kind of defeats the purpose. Yeah."
IB4001,839.3,859.32,Speaker_1,"So the other solution is to say, okay, we use this three person room that only with two person each time and leave a spare space for the... Yeah, that's a nice in the same room."
IB4001,859.7,869.46,Speaker_2,"Yeah. Could be a good idea. Or again, find people who don't work in the same hours. Yeah. It doesn't completely solve the problem, but..."
IB4001,873.86,875.92,unknown,"So for the reading room, we will have"
IB4001,875.92,916.68,Speaker_1,"a two person room. Yeah, I think so. Everybody agrees on that? One person will be too small anyways. How about this room? The one on the bottom? Yeah, at the bottom in the middle. Yeah, it's a room. With the use of the mountains. Yeah, it has three windows, so I think it's... Two. Two? Well, which... There's three two person rooms. The middle one. That has two windows. Yeah. Which is fine. And it's still a big room. Big black stripe is the windows. Oh, that's... Oh, the windows. It's one between the big... Oh, okay. Yeah, it's very... Sorry, I should have explained that. But what about the other one, which has only one windows, but in the courtyard, it may be more quiet."
IB4001,917.94,923.46,Speaker_2,"Yeah, but then you don't get a lot of light for reading. We have electricity,"
IB4001,923.48,932.44,Speaker_1,"so... I hope. Really? It's a question. I mean, it's quite noisy outside with the streets and..."
IB4001,934.66,943.34,Speaker_2,"That's on the sixth floor, I don't know. Yeah, we are on the sixth floor. I don't know. I like the idea of looking out over... Yeah, me too. And stuff reading."
IB4001,944.58,946.32,unknown,"So it's a relaxing room. Well, I mean,"
IB4001,946.42,954.96,Speaker_0,"that's the whole point, right? It's just somewhere to get out of your office and go and do something else for a while, whether you're reading or just kind of staring off into space."
IB4001,955.46,981.08,Speaker_1,"Yeah, you can look outside of the window if you have a quick meeting room. So what about one of the rooms in the courtyard? So you have three windows. It's even better. Yeah, we could do that. But you have less wall to put shelves and stuff like that. If you intend to reading room, being more a library, yeah. We have some shelves,"
IB4001,981.36,1009.36,Speaker_0,"like cabinet type shelves, for the reading room, but it's not really intended to be a library. I mean, we have... Yeah. An empty library. But the other idea is to take... Because right now we all have bookshelves. So one idea might be to take sort of the books that aren't frequently used by people, but them all into that room. Yeah. So it becomes sort of... Kind of, yeah, small library. Many library, but not like a library system library. Just"
IB4001,1009.36,1011.82,Speaker_2,go and borrow your colleagues' books.
IB4001,1019.26,1030.2,Speaker_1,So are we all agree about these two person rooms? Which one? I don't know or not. I think the middle one.
IB4001,1030.52,1039.42,Speaker_0,"The middle one. Yeah. It's also sort of central to the layout, so everyone sort of has more or less the same distance to..."
IB4001,1039.42,1060.38,Speaker_2,"It's not that it makes that much of a difference, but why not? So we can exclude this one to make an office. Yeah. Actually what I can do is... Or maybe write on the board, I don't know. Actually it's a good idea. Just put it"
IB4001,1060.38,1063.14,Speaker_1,up. So we have the map and...
IB4001,1071.28,1071.88,Speaker_2,So...
IB4001,1075.82,1079.18,Speaker_0,"This really isn't too scale, but oh well."
IB4001,1087.04,1090.46,Speaker_2,That's really not to scale. It's
IB4001,1090.46,1122.04,Speaker_0,"alright. Good enough. So we've got an office there. There's two and one. Yeah. Oh. So... Okay, so this is... And this becomes the reading room, right? Okay."
IB4001,1134.3,1188.78,Speaker_1,"Is that a mountain? Yes. Okay. And then... Yes, we decide also the administration stuff. Sure. So we exclude the thing we are quite sure. Yeah. And then we discuss there. I was thinking of maybe we should assign Gisella into this three person office because we will probably place the printer next to the mailboxes. Now we could have Gisella and the two 50 % people sharing the three person room. Person room. That's really noisy to be in the same office because the administration... But if Gisella works 50 % and they work 50%. Yeah, that just imply you expect people to come when Gisella is not working. That's true. And that's not really fair if you... Yeah. Well, I mean... So we can put Gisella into the two people room... Which is near the mailbox."
IB4001,1194.8,1195.24,Speaker_2,Yeah.
IB4001,1195.74,1201.48,Speaker_1,"Oh yeah, we could. I don't know. We could."
IB4001,1201.64,1202.84,unknown,"I mean, I don't know how noisy she"
IB4001,1202.84,1210.06,Speaker_2,is. It's just a question you always have the phone ringing. Just even if the phone is not working. Does Gisella have her own printer? Yes.
IB4001,1210.58,1211.92,unknown,"Yes, it does. Yeah,"
IB4001,1212.0,1219.68,Speaker_1,"but that's a good point from Nikos to say that she needs to be near the mailbox and the printer. And... Well,"
IB4001,1219.7,1225.34,Speaker_2,if you put her in... In the photography and stuff like that. In this room here. It's relatively close.
IB4001,1225.9,1226.94,unknown,Except the door is
IB4001,1226.94,1268.84,Speaker_1,"not really... Convenient for her. Convenient. Sure. But I think if the main... How can I put that? If the main reason to choose Gisella's place is the proximity of the mailbox. It should be a two people room and not a three people room. Okay. It's fine with me. Otherwise, we have one people room. I don't know how much the proximity to the mailbox matters because"
IB4001,1268.84,1283.46,Speaker_0,"usually when she's here and she picks up the mail. She actually brings it to your office. Yeah, it's not that. It's more the administrative administration that uses our mailboxes. This is the place of the photography. Yeah. And the place where we all pass kind of... Yeah. That's true."
IB4001,1288.22,1294.46,Speaker_1,Because if we put the photography near the mailbox and it seems to be the only place where there is room for
IB4001,1294.46,1311.02,Speaker_2,"that. Unless you put it into an office which is just annoying, I think. Yeah. Even if you put it into Gisella's office, it's going to be... Yeah, I know it's too big. And it's too big and... Yeah. Okay, maybe we should write"
IB4001,1311.02,1394.98,Speaker_1,"this down. Do we agree that the photocopier and the network printer goes next to the mailboxes? Yeah, that's good. And then we can... For the moment, put Gisella in this corner room. If you agree. I don't know. Yeah. But at the beginning, we said that we were going to give her one of the one -person rooms. Yeah. But the way this option of putting the line near the photography. Yeah. I mean, she's sharing an office right now and has anybody heard of any complaints that she's loud or... I mean, she's not... Well, she's sharing an office. I mean, we put some... Stagiers in there. In Gisella's office because there is a spare room. And they're not really in a position to complain. That's quite... I mean, that's quite important to keep a spare room in Gisella's office. If we need more staff. But... I wouldn't work in Gisella's office. Okay."
IB4001,1395.78,1404.12,Speaker_0,"I think it's just a question of work conditions. Like if you're a stagier and you're only coming in for two months, then you can put up with it. But if you're there, you know, for example,"
IB4001,1404.16,1407.02,unknown,"for the whole year... So, like, there is no room in the"
IB4001,1407.02,1421.22,Speaker_1,"cupboard for any people except Gisella because she got lots of paper, archives and lots of stuff like that. So it's really... She needs space. Okay. But we can reserve..."
IB4001,1421.22,1464.14,Speaker_0,"So if you reserve two people room, we can put trainees... Yeah. For the room. No, they need to go in the same room. Okay. So Gisella at the southwest office. Yeah. Yeah. The corner. Are you sure it's southwest? I don't know if this map is... So... Well, southwest if that's north. Okay. The map is... Southwest for us. No, again, kid. Okay. No. Well, I'm assuming that's what you meant, right? Yeah. I'll get. Yeah, that's... That one, yeah. I didn't know. That's southeast anyways. Southeast, yeah. All right, yeah, that's southeast. Anyways, yeah. This office,"
IB4001,1464.44,1490.92,Speaker_1,"right? Yeah, this office, yeah. You know, because with mountain mountains and the old town, it's not no sorry, until... No, I... I'm very bad at orienting where it's north in Geneva. I always get it wrong. But I just assumed that because was... Uh, I always had some orientation here. It'll be in the morning. Because sunshine is... Sunshine is sunrise and sunset is quite also... Oh, that's true. A good... Um... So wait. Something to be... We face"
IB4001,1490.92,1493.54,unknown,the old town. We face the old town now.
IB4001,1494.34,1508.26,Speaker_0,"And we're facing... Uh, nose east. North east. Sunrise. Okay. So... This is... It's east, yeah. It's not east."
IB4001,1510.14,1533.18,Speaker_1,We have sun in the morning only. Yeah. When do we have sun? So it just means that the three -piece room which is in the opposite of the North East is the most sunny one. This one? Let's say that. It's the one you have. Now you
IB4001,1533.18,1555.34,Speaker_2,"both... It's the oven. Well, there's a cut in a lot of sunsets, right? You get the sunset and... No. And it's really warm and... Yeah, it's really warm. You get lots of sun during summer. Yeah. Yeah. And by the way, is it a six -floor building or is it more... Yeah, we're the top floor. Okay. So it's warm. Yeah."
IB4001,1556.58,1577.0,Speaker_0,"The building design is pretty much the same as the one we have now. We're just getting more space this way because we couldn't move in the other building because it was occupied by the other departments. Okay, good. So..."
IB4001,1579.32,1585.48,Speaker_2,"So, how many rooms... And how many... Place do we"
IB4001,1585.48,1594.56,Speaker_0,have? So we have reserved our two rooms to change it on here as well. So that's
IB4001,1594.56,1595.64,unknown,"just our... Yeah,"
IB4001,1595.92,1604.32,Speaker_1,"plus one... Splare... Placed but really the last place to be used. Plus, Vax."
IB4001,1605.2,1605.4,unknown,Yeah.
IB4001,1608.24,1627.3,Speaker_0,"And then this is the reading room. Okay. Um... So that leaves us with what? We get two, three, four, six... 14 places,"
IB4001,1627.78,1633.74,Speaker_1,which is... 14 people? Yeah. For 14
IB4001,1633.74,1638.28,Speaker_0,"people. No, for 14 because Jizela's already. Yeah. Got a room. Yeah. Yeah."
IB4001,1639.7,1640.62,unknown,"Well, we are good."
IB4001,1644.04,1645.46,Speaker_1,"Blast, excuse me. Yes."
IB4001,1648.58,1653.8,Speaker_0,Okay. Um... So... So I'm going to take Jizela off of...
IB4001,1658.82,1678.42,Speaker_2,"That list... As well. I'll put her in gray, I guess. Can we group people by their name? I'm not sure. I'm not sure. I'm not sure. I'm not sure. So it's going to be Marians' place. It's going to be fun."
IB4001,1678.7,1690.54,Speaker_1,"Is there anybody who's not happy with the current situation? So we could try to just... Okay. Keep the same arrangement just on the new building. Yeah, that's going... That's boring. That's boring. That can be a good"
IB4001,1690.54,1699.54,Speaker_0,"idea. But do we... Can we get... Because there is... No, we can't. Because... No, we... We can't. There is one... We have one extra"
IB4001,1699.54,1718.74,Speaker_2,"one person office and... And two, three person offices. Two, three person offices, yeah. Plus we have the two people who... Aren't there now. Yeah. No, I have to put some more. You can keep some of the people together that are... Mm. Together now. Yeah, yeah. But... Not everyone,"
IB4001,1718.74,1726.74,Speaker_1,"definitely. Okay. So let's start then, top to bottom. Maggie."
IB4001,1728.38,1735.3,Speaker_2,"Well, why don't we take a break and go off and think about it? Yeah. And then... I think we... Once we have more concrete"
IB4001,1735.3,1747.42,Speaker_0,ideas... Yeah. Okay. We can come back and finish it. Because if we just sit here and discuss... Yeah. It's going to take a long time. We're going to start arguing and get cranky and... Okay. So
IB4001,1747.42,1758.06,Speaker_1,let's have a break. Save your fight. Yeah. You have an XP? Yeah. That's nice.
IB4001,1761.06,1765.08,Speaker_2,Okay. So how long is it going to be?
IB4001,1773.2,1780.02,unknown,Mm -hmm. Mm -hmm. Mm -hmm. Mm -hmm.
IN1001,3.94,5.36,Speaker_0,"Oh, you already have your laptop."
IN1001,6.9,16.7,Speaker_2,"Yeah, I'm going to turn it off. I have a laptop because I can think of"
IN1001,16.7,33.34,Speaker_0,"it. No, no, no, but it's good. I think it's good. I'm not sure. I'm not sure. Oh, yes, we are supposed to speak English. Oh, yeah."
IN1001,41.04,44.06,Speaker_2,"You don't put your headset microphone? No, I'm not."
IN1001,47.92,87.5,Speaker_0,"So, you see in the country everything. Okay. So, we are here to just make the point. Make the status about the short detection."
IN1001,88.8,284.6,Speaker_2,"Okay. So, you have applied the short detector to some of the synities video. Yeah. This one. And so, we can basically just comment on this. Maybe quickly remind what the short detector is working. Basically, we might be able anyway to give you some reference. I mean, your report. Yeah. It should be described there. Yeah, I have actually, yeah, we can see the report here. And the demo. And the goal of this meeting is to present the video shot detector to Olivier. Yes. Okay. So, yeah, it was my project during my internship at the app. And there's a supervision of your mark. And as you saw in the email, I sent... Okay. I didn't send... This video is the new one. I just processed from your images. Okay, yeah. Yeah. But let's start by the video from Friday. Synities demo one. By the way, I was going to ask, I had seen the video. You did a down something of the video, right? I mean, for browsing. Yeah. Okay, yeah. Okay. So, this was... Okay. So, this is a hierarchy, probably. So, you have synes, shots. Yeah, here on the left, you have different synes. But as I've discussed for ourselves, we could probably, you know, like group, or the initial ones, into one scene, and maybe after when there's some things inside, it should be another scene. So, this detector detected 30 shots. And if you click on a plus button, you can expand it and see the key frames that are, in fact, five extracted frames from the shot. Which I extracted, I think. But I think the Aztees is extracted without using subshots. It's simply five down some... Yeah, down some plinky. So, we can see the video, actually, the entire video, open with your player. I hope it will work. So, we don't have the sound, and it won't be grabbed. The video won't... I don't know if... Okay, that's good quality. Yeah, that's why I was asking that. Oh, yeah, yeah. It's not this that you process. No, no, no, no, no. It's in real media, so it's very compressed. So, here we see that we have the shot at 18, and after 22, and after again. And if we go down,"
IN1001,285.08,305.66,Speaker_0,"I mean, maybe in terms of shot here, we can see that. I think... So, maybe this is shot 7, I suppose. Okay. I should have 9 currently, 10,"
IN1001,306.2,1350.0,Speaker_2,"probably 11 or 12. No, 11. 10 is 10 in here, okay. And then there is... Yeah, this is 1, it's 11, 12 or 14 seconds. Oh, I'm okay, so this is... Yes. And this one, yeah, it's a dissolve. It's a dissolve, so it doesn't detect. Oh, yeah, it's a dissolve, or is it detect? Yeah, when I saw them with them player, it's a dissolve. Okay. But it's not stand -up manmade movies, because I would say most of the time people didn't do any disser. Yeah, I could see here, I said it was like... Okay. ...forced it was only one single one. I don't know if this one, if we see, was correctly... You see? Yeah, yeah, yeah. This is the one I had seen. But as I said, I mean, we have an emotion detector, when it's black, it's not structures. But there is a moon, but you don't really estimate motion. Okay, because there is no motion in between the visual structure. There is no texture. Yeah, you want to say so. Okay, this is not so good for the motion. But for instance, of course, between the horse and... ...and... ...the... ...that is, the cue, more. The cue? The cue. Yeah. Maybe we could have detected things, but it's not even sure, because the background is quite similar. And it's not that sure. Yeah, maybe to explain, this method was using a simple distance between consecutive histograms. Okay. And we didn't use motion features at all for that. That's why you... So it's, yeah. And there's your histogram, so you get experience in a bit. So it's crambers. So you can scramble the image. Okay. And you get the same histogram. Yeah. So there is no structure. Okay. So of course, when you look the horse and then you could see as a cow, the cows. Of course, you have a black in the top and you have also maybe 80 % of green, which is even not green there. But grass, you have stones. And so there are, of course, some differences, because on one hand you have horse, but it's black. So you have more sky, which is black on the right. So you don't care about it. So it's global, it's a global histogram. So... Okay. But it's, when for this time, with the for this application, I could imagine that it would be in a fight line. And it's a threshold, but still it's adaptive, right? Yeah. With a sliding window. Okay. Because, of course, if you just compute, I can show you, yeah, if you have a report. Because if you compute distance between the two histograms, I think this was Bata -Sharia. Yeah. Right? No, you're not. And so if you take these two with the Bata -Sharia, then of course, if you just do a threshold, when there is motion, you will see a lot of things changing. So by using an adaptive threshold, if you see that there is a continuous change of the distance, you don't do a threshold. It's only if you have an identified peak, which is 50%, or maybe two times higher than the next second value in the window. Then you see, it's a shot. Yeah. I don't know if we want to make use a whiteboard, or here it was... It's in... only this part about a shot boundary detection is in French, unfortunately. But this image shows the results using motion. When you use the motion features, and here on the right is when using the histogram distance. And the motion features can better show what's going on when there is such a difficult transition, while with the histogram, it just shows that there is a shot change at the end, but even for dissolves, I don't have examples here, but there is not a strict transition. It continues for dissolves. But dissolves is... Anyway, it's difficult, I mean, in general, because sometimes there are some dissolves. You could imagine they are part of a scene. But of course, when you have cuts, you can see they are easy to detect, right? Yeah. So with the motion, basically the motion tried to estimate what the motion between two frames, right? It may image there, but after it's there, and it looks at how many points are well matched. So you can see that, like somebody speaking and so on, so before the shot, you can see that usually there are like 90 % of the points, at least, right? It's very slow motion, so... But then after suddenly if you go from one frame and you try to match all the points here, we've like a translation plus a zoom, plus maybe some rotation, you can't find anything well. So basically you see that the number of points, maybe only 10 % of the points you can match well, so it's easy to detect. And after you can see that indeed, because it's a long shot, and it's almost like a flat plane, you can do a very good registration, so the number of points is very high. I mean, the number of points that are matching. And here you basically hear with the histogram. You can see it's very flat, but of course you should go from this histogram to this, which is essentially green. You have this picture, a measure, which is here, the kite too. I don't know whether this is what you implement, is used? No, no, now it's... well, for the video you saw, it's Batasharya. It's Batasharya, okay. And you have maybe one image with an adaptive threshold, I think you had something like this, right? Just to explain... Okay, it's not really any... Yeah, let me see that here. So the idea is having a sliding window. We have already all the data that is on the graph, and then to detect the changes, we do a calculation with points under this sliding window. And we calculate, so what do we do here? In fact, we want to detect that this points in the middle is higher than... Half of the time, the maximum of the other ones. Exactly, the other ones. Half of the time, the maximum of the other ones. So, of course, if it's you are not a maximum, you are not going... Inside the window, you are not the max. Anyway, you are not going to be above half a time, the max of the other ones, right? Because half a time, it's lower than one. But if you are in the maximum already, at this point, we check simply if this value is half a time, the max of the other points. Let's say this point here. Like, for instance, here I see 6, but I don't know whether this was for Battacharya or for... Okay. It may be for Cahead 6, but... Yeah, but for... Battacharya, for the tests, I did 2 .4. 2 .4, yeah. So it's a bit less because you have to do this much. Yeah. Yeah. So you can... It was not so obvious, I mean, because the... No, it was in the shot we've seen, especially with Kaya 2 square it's... The amplitude is much bigger than with Battacharya, right? You can see that it could go to 700, and when it's very nothing, it can be 0. But Battacharya is between 0 and 1, so you have not so much amplitude. But still, in some of these videos, for instance, even if we're going to go now, if we want to go now, for the Kaya kids, I don't know. At some point, he's targeting 2 Kayax and he's moving quite fast towards other people. I don't know what happened there, if it was detected as a shot. Ah, in the first shot? Yeah. Yeah, I thought that it was detected as a shot. Yeah, as a shot. Okay. I was the one that I wanted to see now. Okay. Yeah, maybe. But here, for instance, you understand, so we can show this tomorrow to the people that are in it's meeting. We look to have a connection. Yeah, we need a connection, that's true. And that's the laptop, or you have your... Yeah, I can bring my laptop if necessary. I'll bring it. This is the EDIA laptop. So here, in fact, after 12... I don't know if it's, I think it's 12 frames. Oh yeah, but normally there is a burning. Maybe you can play the shot. Yeah. It's strange. Oh yeah, maybe you're burning. Maybe you play... Yeah, if you play the video... At the beginning, I don't know what's happening. Oh, there is no... I didn't have time. I didn't have time. Okay, real media. Yeah, okay. But it's complicated. Well, no, I mean, here I can see that it was detected as a single shot. Yeah, here we can see that. Okay. I was because here you can see that the motion... Here is there, you know, is there doing a zoom on the two. And then there is translation. And then is doing quite a fast transition from this to another one. Okay. And I was wondering whether... So if you... Well, of course, it's true that it's mini -water. So maybe the color is indeed quite... But you know, as Kayak is entering quite fast, I mean, you can have quite... I can see... There is another program that I can see. It seems to be... How many shots do you have indeed? I think there are five of them already. Yes, the one is... If we expand all... So you did it with what, by the way? It sweeps the images I gave you. Yeah. Okay. The other one had problems converting the video into DVIX. And then... So I use the program from... Software from Sebastian PPM... To AVI. To AVI, okay. Yeah, yeah. Because, yeah. One thing... Maybe we will talk about that is the library. It doesn't compile anymore on the IBM machine. Yeah. So maybe some work has to be done on this. I don't know why this image doesn't appear. This is the frame that is extracted to be the shot keyframe here. This one is this one, the middle one. So I don't know why it doesn't appear, but it's just a simple problem in the getframe. But what I can show you now is... I think the program, if you want to be... Very precise about... So it's getting framed. Okay, if you do here. And we were interested in around... Do you want... Around six, seven seconds? Yeah, I mean initially I don't know why, if there is a shot detected. Okay. If we do right next... Oh, here. There is something wrong. So the 002 here is an image number. Yeah, in fact, yeah, that's what I said. It's a frame number. I don't know why. Yeah, yeah, yeah. It's a frame number. Okay, so then... This is the frame number, this is in second. But I kept the frame number. So, but 002, it's in second. It's 12 frames, 00 seconds. Okay, yeah, okay, seconds plus... Yeah, the next is 11 seconds. So basically what has been... Yeah, expected is this pointer or the other one. So this is normal. Yeah, so if we do every second... And the middle frame is this... 1 ,000... Okay, just another kind of browsing page. But to be more precise about... To check maybe this... Yes, like musicians. Yeah, exactly, yeah. Then you go back to one frame, around 160, for instance. And there is... Okay, yeah, that's okay. And that's okay. Prev. Okay, you see that there is... Okay, it's not a short -change, it's a motion actually here. Yeah, it's motion. Yeah, it's not a good... Yeah, but I was thinking that maybe it could have been... Yeah, but it's true that... I think many water when you're in Switzerland. Yeah, it's such a big... But, yeah, sometimes I mean you can have very things... I mean, you just think about more action -moving and thing like that. Well, sometimes very difficult. So, for cuts usually there is no problem. People say this is a cut, this is not a cut. But like for this solve, even sometimes people may have some trouble. I mean, saying this is a difference. This should be labeled as a transition or not. Some people would say, yeah, but it's part of the thing. Or, for instance, in Nike, also in... Advertising. Because the shots are very short. Advertising usually is very fast. So sometimes, yeah, when you have an increase station like last time, what should you say it's a change of... But... When you have the goal results, then in fact it's not a short -change. Yeah, I mean... So sometimes very difficult. At least what I can see is that currently like for synities, for instance, if it's to do colloquial correction, or for instance, if it's too black, to have it wider, I think these type of things should be fine. Because basically, even if there are not real shots, there are not so interested if it's not real shots. Maybe after they have this, and they may say, okay, just by looking at least the summary. So maybe for the summary, we could do better key frame extraction, for instance. But by just looking at the key frames and so on, they may say, okay, from this shot to this shot, we apply like specific color -or -renancement algorithm, or restoration algorithm, or to improve the brightness and something like this, right. And so I think for them this is fine. So this would be made manually, actually, when you say, from this shot to this shot, it's using a graphical user interface. Someone would do manually for each video. Well, maybe after. I mean, they would go directly and say, select the shots from here to here, and they would say, you apply this algorithm. So of course, we could try to make scene clustering and so on. But I'm not even sure that we're necessary for them at this point. Because if they have a six -minute movie, if they have a few shots for them, it might be easier to look at from here to here. I apply this, and they can do it quite quickly. And they have to do it anyway, because what's going to take time might be to select the type of restoration algorithm. So this might take more time than having to click two times on two shots from the scene, right. So I think for them this"
IN1001,1350.0,1354.74,Speaker_0,"type of thing is going to be useful, at least for this task."
